id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32290120,AmazingLocation~TimeOutMarket~Tram28~Riverside,37192572,João,Lisboa,Misericrdia,38.70784,-9.14361,Entire home/apt,110,3,1,2019-06-21,1,2,224
32291496,1924 B&B - Double Room 3,42613333,Catarina & Patrícia,Lisboa,Arroios,38.72861,-9.14011,Private room,28,1,3,2019-03-26,0.70,11,219
32291628,1924 B&B - Queen Room 2,42613333,Catarina & Patrícia,Lisboa,Arroios,38.72814,-9.14101,Private room,30,1,4,2019-06-22,0.92,11,203
32291781,1924 B&B - Double Room 8,42613333,Catarina & Patrícia,Lisboa,Arroios,38.72844,-9.14018,Private room,40,1,4,2019-05-01,1.01,11,229
32296870,"Haze Apartment, Graça, Lisbon",7146174,Gabriela,Lisboa,So Vicente,38.71659,-9.12107,Entire home/apt,75,3,1,2019-04-23,0.45,23,343
32297564,"Galena Apartment, Arroios, Lisbon",7146174,Gabriela,Lisboa,Penha de Frana,38.73263,-9.13087,Entire home/apt,85,2,3,2019-06-02,0.78,23,328
32298269,Deluxe Double Room 306,241336047,Dawa,Lisboa,Arroios,38.72859,-9.13715,Private room,25,1,1,2019-04-18,0.42,10,180
32298669,Charming apartment in the heart of Lisbon - Alfama,3570032,Paulo Teixeira,Lisboa,Santa Maria Maior,38.71296,-9.1287,Entire home/apt,62,2,3,2019-06-09,3,4,180
32298970,Quiet apartment near main avenue,9528937,Tiago,Lisboa,Santo Antnio,38.7237,-9.14282,Entire home/apt,55,1,4,2019-06-03,1.79,3,335
32299011,Rent&Relax Designer Apartment in Picturesque Quart,240154706,Reno,Lisboa,Misericrdia,38.71234,-9.14559,Entire home/apt,119,2,6,2019-04-14,1.48,2,284
32299651,Uma Casa Portuguesa - Rooms to Rent in Lisbon,242459288,Gonçalo,Lisboa,Penha de Frana,38.72565,-9.12035,Entire home/apt,89,2,3,2019-04-20,0.68,5,283
32300534,Rent&Relax | Stylish Apartment in Traditional Quar,240154706,Reno,Lisboa,Misericrdia,38.71048,-9.14925,Entire home/apt,94,2,4,2019-05-13,1.05,2,350
32300553,Deluxe Double Room with ventilation - 305,241336047,Dawa,Lisboa,Arroios,38.72673,-9.13615,Shared room,25,1,0,,,10,180
32300664,Alfama Cozy Apartment,3953109,Feels Like Home,Lisboa,Santa Maria Maior,38.71108,-9.12967,Entire home/apt,59,2,2,2019-05-18,0.86,301,353
32301386,Charming apartment in Alfama- Fado's birth place,242474253,Foundation Stone,Lisboa,Santa Maria Maior,38.7106,-9.12876,Entire home/apt,62,3,11,2019-06-09,3.79,1,357
32302327,Villa Patrocinio,242482104,Dália,Mafra,Santo Isidoro,39.00635,-9.42053,Entire home/apt,50,5,0,,,1,91
32303378,Sunny & bright 1-bed with AC,240143743,Ruben,Lisboa,Campo de Ourique,38.71439,-9.16891,Entire home/apt,70,2,0,,,1,90
32303623,HISTORICAL APARTAMENT WITH A TERRACE,7892786,Maria,Lisboa,Santa Maria Maior,38.71023,-9.13113,Entire home/apt,62,2,10,2019-06-10,2.83,2,212
32303763,Flat for 8 with small terrace close to Intendente,236970059,Sofia E João,Lisboa,Arroios,38.7225,-9.13594,Entire home/apt,95,2,2,2019-05-26,0.75,12,349
32307803,Elegant City Deluxe Apartment |RentExperience,1756107,Rent Experience,Lisboa,Arroios,38.72333,-9.13405,Entire home/apt,82,2,0,,,177,291
32312273,AV. LIBERDADE VINTAGE by HOMING,104083974,Homing,Lisboa,Santo Antnio,38.71769,-9.14504,Entire home/apt,80,1,6,2019-06-06,2.20,164,329
32314016,Terrace with view of the Bay Cascais - 2 bedrooms,242584824,Daniel,Cascais,Cascais e Estoril,38.69695,-9.41973,Entire home/apt,120,3,4,2019-04-14,1.06,1,191
32314397,BMyGuest,242588477,João,Lisboa,So Domingos de Benfica,38.74691,-9.16741,Entire home/apt,89,1,2,2019-06-02,1.76,1,128
32315263,cozy room on tiles building with Tejo River view,60425784,Gardênia,Lisboa,So Vicente,38.71984,-9.12228,Private room,44,2,26,2019-06-18,6.19,2,64
32315673,LIS.BOA Serendipity Ferreiros,84139493,John,Lisboa,Misericrdia,38.71048,-9.14863,Entire home/apt,50,1,16,2019-06-12,3.87,1,320
32320058,Région de Sintra classée UNESCO 700 m de la plage,68121851,Miguel,Sintra,Colares,38.79712,-9.47077,Entire home/apt,86,4,0,,,1,314
32320357,Luxurious Cais do Sodré: 4 bedrooms with view,78869162,Stefano,Lisboa,Misericrdia,38.70705,-9.14385,Entire home/apt,140,2,9,2019-06-02,2.65,5,168
32322231,Historic apartment in the heart of Baixa,236970059,Sofia E João,Lisboa,Santa Maria Maior,38.71255,-9.13743,Entire home/apt,60,2,1,2019-05-29,1,12,0
32324643,Villa de Baixo II,31227118,Suzana,Mafra,Ericeira,38.96542,-9.4185,Entire home/apt,50,2,2,2019-04-23,0.48,2,308
32325118,Comfort and convenience in downtown Lisbon,4290628,Pedro And Michelle,Lisboa,Arroios,38.72359,-9.13539,Entire home/apt,40,2,20,2019-06-06,5.13,7,284
32325323,LxRoller Alfama Deluxe 5,17733765,Maria,Lisboa,Santa Maria Maior,38.71177,-9.12719,Entire home/apt,95,2,8,2019-06-12,2.33,42,301
32325644,Capitao - Lissabon Altstadt,228869638,Bruno,Lisboa,So Vicente,38.72042,-9.12374,Entire home/apt,65,2,2,2019-05-13,1.02,24,275
32328013,Brand new studio right in the heart of Alfama!,58170300,BB Lisbon,Lisboa,Santa Maria Maior,38.71284,-9.12698,Entire home/apt,85,1,16,2019-06-23,7.27,8,276
32328107,Graça Trendy Flat,76223539,BnBird Homes,Lisboa,So Vicente,38.71807,-9.12721,Entire home/apt,100,3,12,2019-06-05,3.60,68,213
32328379,Romantic Apartment + River View Historic Centre,12440310,Maria Carolina Toassa,Lisboa,Estrela,38.7065,-9.16118,Entire home/apt,60,1,37,2019-06-25,9.65,2,344
32328523,Lisbon Center Private Room,54268750,Joana,Lisboa,Penha de Frana,38.73069,-9.13169,Private room,25,1,16,2019-05-22,4.10,8,351
32329919,Lx Factory Apartment,15900664,Diogo,Lisboa,Alcntara,38.70334,-9.17813,Entire home/apt,44,2,5,2019-06-02,1.15,16,325
32331014,RoadCampers - Sunny Locations,237077831,RoadCampers,Loures,Loures,38.82472,-9.16236,Entire home/apt,66,3,2,2019-06-09,1.03,1,280
32332818,Five Spacious Bedroom Apartment in Alameda,242743194,GuestReady,Lisboa,Arroios,38.73217,-9.13497,Entire home/apt,156,2,8,2019-06-03,2.35,1,174
32338321,Jardim à Estrela Terrace,71721760,Tomás,Lisboa,Estrela,38.71449,-9.16237,Entire home/apt,200,3,4,2019-06-24,2.31,3,45
32338965,3 suites Spacious and Bright at Príncipe Real,242797750,Marcos,Lisboa,Misericrdia,38.715,-9.15075,Entire home/apt,171,3,4,2019-06-14,1.40,1,216
32347844,Fado apartment,105540604,Christophe,Lisboa,Santa Maria Maior,38.71288,-9.1294,Entire home/apt,37,2,7,2019-06-04,2.56,28,304
32348011,1924 B&B - Queen Room 1,42613333,Catarina & Patrícia,Lisboa,Arroios,38.72835,-9.14207,Private room,45,1,3,2019-03-30,0.73,11,240
32348098,Elegant Graça Duplex Apartment |RentExperience,1756107,Rent Experience,Lisboa,So Vicente,38.7207,-9.12469,Entire home/apt,93,2,3,2019-04-14,0.78,177,309
32348265,1924 B&B - Double Room 5,42613333,Catarina & Patrícia,Lisboa,Arroios,38.72856,-9.14049,Private room,23,1,0,,,11,221
32348995,1924 B&B - Double Room 6,42613333,Catarina & Patrícia,Lisboa,Arroios,38.72893,-9.14013,Private room,35,1,0,,,11,225
32349141,1924 B&B - Double Room 7,42613333,Catarina & Patrícia,Lisboa,Arroios,38.72877,-9.14095,Private room,22,1,1,2019-04-03,0.35,11,217
32349226,1924 B&B - Double Room 0,42613333,Catarina & Patrícia,Lisboa,Arroios,38.72867,-9.14081,Private room,35,1,4,2019-05-21,1.18,11,213
32350387,No Coraçao da Graça,105540604,Christophe,Lisboa,So Vicente,38.71628,-9.12521,Entire home/apt,80,2,6,2019-06-16,1.88,28,313
32350475,"* Modern private room, pool and awesome view * 4",241223747,Carina,Mafra,Ericeira,38.97289,-9.41464,Private room,45,2,0,,,6,180
32351014,Typical Portuguese Flat,97267835,Juliana,Lisboa,Estrela,38.70849,-9.15781,Private room,30,2,4,2019-05-17,2.67,1,45
32352158,T2 Colinas do Cruzeiro (3B),219609597,Miradouro,Odivelas,Odivelas,38.79397,-9.18968,Entire home/apt,95,2,2,2019-04-20,0.70,2,127
32352882,Typical Alfama flat with  Riverview and Aircon,105540604,Christophe,Lisboa,So Vicente,38.71294,-9.12921,Entire home/apt,75,2,11,2019-06-24,3.20,28,324
32353208,Feel like inside a Boat,242914017,Sónia,Lisboa,Estrela,38.70934,-9.15527,Entire home/apt,45,3,12,2019-06-23,3.87,1,357
32353314,GoodTime Marquês Suites - Suite Familiar 01,51832713,Sofia,Lisboa,Avenidas Novas,38.72501,-9.15464,Private room,72,1,2,2019-04-22,0.79,27,318
32353591,Downtown Garden House,179361157,Graça,Lisboa,Penha de Frana,38.73316,-9.12998,Entire home/apt,45,2,12,2019-06-25,3.64,1,216
32354704,GoodTime Marquês Suites - Suite 02,51832713,Sofia,Lisboa,Santo Antnio,38.72359,-9.15393,Private room,60,1,9,2019-06-04,2.33,27,341
32355131,Lisbon Flat,242928841,Hanna,Lisboa,Estrela,38.70756,-9.16637,Entire home/apt,250,2,12,2019-06-22,4.80,1,21
32355327,GoodTime Marquês Suites - Suite 03,51832713,Sofia,Lisboa,Santo Antnio,38.72376,-9.15459,Private room,60,1,6,2019-06-01,2.40,27,342
32355445,"Close to the sea, to Lisbon and to your heart",186591968,Giuliano,Torres Vedras,Silveira,39.13003,-9.38429,Entire home/apt,90,4,1,2019-04-21,0.45,2,144
32356458,LX Factory host,105540604,Christophe,Lisboa,Alcntara,38.70394,-9.17881,Entire home/apt,80,2,7,2019-06-09,3.00,28,279
32356870,"São Bento, T2+1 duplex Apartment in Lisbon center",185689002,GAL - Gestão De Alojamento Local,Lisboa,Misericrdia,38.71158,-9.14957,Entire home/apt,54,3,1,2019-06-16,1,8,136
32357195,Double room with terrace - Alameda,172796604,Martin,Lisboa,Arroios,38.73613,-9.13474,Private room,20,1,1,2019-02-24,0.24,1,0
32359045,"* Modern private room, pool and awesome view * 3",241223747,Carina,Mafra,Ericeira,38.96973,-9.41529,Private room,45,2,0,,,6,180
32359197,"* Modern private rooms, pool and awesome view * 2",241223747,Carina,Mafra,Ericeira,38.97329,-9.41638,Private room,45,2,0,,,6,180
32362455,~~~ White Roses Villa ~~~,242993490,Sofia,Sintra,Colares,38.80836,-9.45091,Private room,40,2,1,2019-05-26,0.91,1,238
32362560,Apartment Entre Campos,183009070,Cristina,Lisboa,Avenidas Novas,38.74743,-9.15194,Entire home/apt,100,1,18,2019-06-16,4.70,3,93
32368645,Lisbon Lux 101,226825496,Hilltop,Oeiras,Barcarena,38.73178,-9.27629,Private room,225,1,0,,,6,319
32368789,Lisbon Lux 102,226825496,Hilltop,Oeiras,Barcarena,38.7331,-9.27625,Private room,225,1,0,,,6,333
32368881,Lisbon Lux 201,226825496,Hilltop,Oeiras,Barcarena,38.73186,-9.27408,Private room,225,1,0,,,6,344
32368942,Lisbon Lux 202,226825496,Hilltop,Oeiras,Barcarena,38.73275,-9.27405,Private room,225,1,0,,,6,351
32369067,Lisbon Lux 203,226825496,Hilltop,Oeiras,Barcarena,38.73205,-9.27616,Private room,225,1,0,,,6,354
32369168,LISBONNE POUR VOUS SANS FRAIS DE MÉNAGE ET CAUTION,102271504,Jenny,Lisboa,Lumiar,38.76206,-9.17454,Entire home/apt,85,1,9,2019-06-10,3.97,1,322
32371073,Lapa Apartment,1325603,Pete,Lisboa,Estrela,38.7076,-9.16626,Entire home/apt,55,2,5,2019-06-02,1.70,1,63
32371801,NEW......Studio in traditional Lisbon - Mouraria,226863879,Ana Paula,Lisboa,Santa Maria Maior,38.7145,-9.1334,Entire home/apt,45,1,17,2019-06-15,4.51,3,346
32372000,Graça House with a Terrace,243075632,+351Lisbon,Lisboa,So Vicente,38.71814,-9.1273,Entire home/apt,70,1,15,2019-06-16,4.64,1,133
32372066,Cozy flat with sunny terrace - Destino Lisboa Apts,199384318,Nathalie,Lisboa,Santo Antnio,38.72407,-9.14454,Entire home/apt,130,2,8,2019-06-22,2.93,5,292
32372939,Down Town Apartment - Expo23,29202743,Ricardo,Lisboa,Arroios,38.73136,-9.14617,Entire home/apt,85,3,3,2019-06-04,1.45,17,323
32373147,Nice apartment with terrace,56637366,Giorgia,Lisboa,So Vicente,38.72184,-9.12418,Entire home/apt,60,3,2,2019-05-05,0.88,2,3
32373842,NEW.....Lisbon Studio in Traditional Street,226863879,Ana Paula,Lisboa,Santa Maria Maior,38.71584,-9.13513,Entire home/apt,45,1,30,2019-06-21,7.32,3,317
32375500,COSY PARLIAMENT by HOMING,104083974,Homing,Lisboa,Estrela,38.71276,-9.15769,Entire home/apt,55,1,3,2019-06-11,1.13,164,314
32375501,OEIRAS VILLA by HOMING,104083974,Homing,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.68301,-9.31861,Entire home/apt,180,1,3,2019-06-09,2.81,164,310
32375883,Family Room,217125185,123 Embaixador,Lisboa,Belm,38.6973,-9.19902,Private room,50,1,0,,,6,146
32376282,Confortable Beach House | pool and court tennis,18671713,Nadia,Mafra,Ericeira,38.97338,-9.41796,Entire home/apt,39,3,0,,,2,68
32376311,Double Room without window - 304,241336047,Dawa,Lisboa,Arroios,38.72793,-9.13779,Private room,25,1,1,2019-04-19,0.43,10,365
32376925,Bmyt - Charmy Flats Alcantara 1D,3108083,João,Lisboa,Alcntara,38.70672,-9.18122,Entire home/apt,60,1,0,,,13,339
32376948,Bmyt - Charmy Flats Alcantara RC,3108083,João,Lisboa,Alcntara,38.70497,-9.17994,Entire home/apt,60,1,1,2019-04-16,0.42,13,334
32377081,Bela Vista I - Lissabon Altstadt,228869638,Bruno,Lisboa,Estrela,38.71188,-9.15923,Entire home/apt,50,2,2,2019-05-28,1.43,24,262
32377413,Lisbon Industrial Flat w/ Garage,72635051,Maria,Lisboa,Arroios,38.72545,-9.13738,Entire home/apt,80,3,12,2019-06-17,4.44,4,316
32377595,Lisbon Downtown Lovers: São Paulo Two Bedroom,243095368,Julio,Lisboa,Misericrdia,38.70918,-9.14639,Entire home/apt,83,30,0,,,1,355
32380355,Spacious Apartment in Rato with Terrace!,227836548,GuestReady,Lisboa,Santo Antnio,38.72133,-9.15495,Entire home/apt,89,2,1,2019-06-12,1,17,58
32381790,Queluz Terrace 1,71962548,GT House,Sintra,Queluz e Belas,38.75699,-9.25163,Entire home/apt,46,1,2,2019-04-30,0.67,33,337
32382295,Brand New Cosy Room,132217576,Pedro,Lisboa,Alcntara,38.70533,-9.18044,Private room,19,2,12,2019-06-05,3.10,16,339
32383140,PRIVATE BATHROOM PRIVATE LOUNGE CENTRAL /DOWNTOWN,31242549,Filipe,Lisboa,Arroios,38.73462,-9.14051,Private room,25,2,8,2019-06-08,2.76,4,324
32392106,Bed in shared dormitory with window - 303,241336047,Dawa,Lisboa,Arroios,38.72782,-9.13597,Shared room,20,1,1,2019-03-03,0.26,10,180
32392163,The New Barracas Lisbon,243242442,Rodrigo,Lisboa,Arroios,38.72423,-9.13736,Entire home/apt,55,2,2,2019-06-05,2,1,267
32392271,Rock Star House,189389843,"Esboço Vertical,",Lisboa,Arroios,38.72033,-9.1376,Entire home/apt,48,4,2,2019-04-28,0.92,2,78
32393357,"Liberdade, 5min from Liberdade Avenue",190951634,Tiago,Lisboa,Santo Antnio,38.7177,-9.14613,Entire home/apt,75,2,16,2019-06-12,4.90,7,109
32394090,Elegant Alfama Apartment |RentExperience,1756107,Rent Experience,Lisboa,Santa Maria Maior,38.71242,-9.12957,Entire home/apt,94,2,5,2019-03-30,1.22,177,346
32394774,Watching Lisbon Ciro,29017241,"Watching Lisbon Apartments, Lda",Lisboa,Estrela,38.71104,-9.16305,Entire home/apt,60,2,3,2019-06-14,1.27,3,318
32395016,Charming Apartment in Belém,238842677,Rita E Manel,Lisboa,Belm,38.7039,-9.20367,Entire home/apt,55,2,1,2019-06-19,1,9,343
32395017,River View Duplex in Belém,238842677,Rita E Manel,Lisboa,Belm,38.70535,-9.20279,Entire home/apt,55,2,4,2019-06-12,1.60,9,325
32395420,LxWay Apartments Graça Santa Marinha 2º,11707167,LxWay,Lisboa,So Vicente,38.71356,-9.12966,Entire home/apt,100,2,0,,,106,224
32395464,Cosy and Central AC Apartment,24485176,Goodtimehome,Lisboa,Arroios,38.72532,-9.13602,Entire home/apt,39,3,4,2019-05-21,1.62,37,134
32396442,28 Tram Downtown Apartment (C92),143701949,BmyGuest Short Term Rental - Pedro,Lisboa,Penha de Frana,38.7223,-9.1308,Entire home/apt,78,1,1,2019-03-14,0.28,53,353
32396965,Bed in Mixed Dormitory - 202,241336047,Dawa,Lisboa,Arroios,38.72842,-9.13621,Shared room,15,1,0,,,10,180
32397514,Wooden Studio,122882337,Batista,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79844,-9.38525,Entire home/apt,55,2,2,2019-06-06,2,3,311
32397751,Casalondres Estoril Family Suite 102,243071672,Xiaobing,Cascais,Cascais e Estoril,38.70618,-9.40274,Private room,76,1,0,,,1,0
32397852,Modern and stylish 2 bedroom apartment,229968555,Sara E Rebecca,Lisboa,Alcntara,38.7008,-9.19253,Entire home/apt,68,2,6,2019-06-11,1.58,18,329
32397933,Pousada de Belém. Rooms in Lisbon House. 102.,242105276,Lisboa,Lisboa,Belm,38.69687,-9.19698,Private room,30,1,13,2019-06-13,3.82,3,105
32398543,Uma Casa Portuguesa - Double room w/single beds,242459288,Gonçalo,Lisboa,Penha de Frana,38.72758,-9.11969,Private room,31,2,11,2019-06-16,5.59,5,119
32398830,Amazing River view house with rooftop in Santos,71708521,Ruben,Lisboa,Estrela,38.70808,-9.15383,Entire home/apt,90,2,6,2019-06-23,3.16,4,284
32398961,Uma Casa Portuguesa - S. João Room,242459288,Gonçalo,Lisboa,Penha de Frana,38.72691,-9.12046,Private room,30,2,7,2019-06-16,2.14,5,105
32399059,Uma Casa Portuguesa - Saudade Room,242459288,Gonçalo,Lisboa,Penha de Frana,38.72633,-9.11895,Private room,35,2,9,2019-06-13,2.27,5,120
32401005,BeGuest Sun & Pool House,17263208,BeGuest,Cascais,Carcavelos e Parede,38.70083,-9.36775,Entire home/apt,119,1,0,,,37,200
32401071,Brand new one-bedroom in downtown Lisbon,242948252,George,Lisboa,Santa Maria Maior,38.70907,-9.13597,Entire home/apt,88,2,15,2019-06-22,4.50,1,192
32401944,Stylish and cozy apartment along Lisbon's hillside,201851103,Mário,Lisboa,So Vicente,38.71896,-9.12633,Entire home/apt,65,2,20,2019-06-22,5.17,3,90
32402770,Mixed dormitory | 7 beds | 750m from the beach,243324696,Mariana,Cascais,Cascais e Estoril,38.70977,-9.39997,Shared room,20,2,4,2019-06-09,2.79,7,345
32405408,Central location + Free Airport Pickup,97464503,Alex,Lisboa,So Vicente,38.71548,-9.12237,Entire home/apt,40,3,8,2019-06-15,1.88,2,140
32405938,c19-EXPO Apartment Park of Nations,42970645,Hanlu,Lisboa,Parque das Naes,38.77669,-9.09364,Entire home/apt,79,2,1,2019-04-26,0.48,18,2
32415994,meet Areeiro,41693967,Meet-This,Lisboa,Alvalade,38.74752,-9.13234,Entire home/apt,90,2,2,2019-06-05,1.76,13,355
32417034,Casa das Olarias,35146152,Lioz,Lisboa,Santa Maria Maior,38.71716,-9.13282,Entire home/apt,50,2,14,2019-06-11,4.16,20,279
32417257,Beato Charming,160040860,Lisboa,Lisboa,Beato,38.73255,-9.10556,Entire home/apt,75,1,6,2019-06-26,3.83,3,313
32421445,"Luxury Modern Apartment with Lift , center lisboa",243492570,Hui,Lisboa,Santo Antnio,38.72547,-9.14456,Entire home/apt,58,2,9,2019-06-10,2.55,1,143
32421786,Brand new apartment right in the heart of Alfama!,58170300,BB Lisbon,Lisboa,Santa Maria Maior,38.71311,-9.127,Entire home/apt,89,1,14,2019-06-23,6.27,8,284
32422325,Brand new apartment right in the heart of Alfama!,58170300,BB Lisbon,Lisboa,Santa Maria Maior,38.71167,-9.12497,Entire home/apt,92,2,10,2019-06-14,4.35,8,282
32422496,Brand new apartment right in the heart of Alfama!,58170300,BB Lisbon,Lisboa,Santa Maria Maior,38.71275,-9.12629,Entire home/apt,90,2,12,2019-06-21,5.81,8,279
32422586,Appartement de charme au centre de Lisbonne,6086593,Odon,Lisboa,Santa Maria Maior,38.71425,-9.13114,Entire home/apt,65,4,16,2019-06-22,5.05,3,148
32422611,Brand new two bedroom apt in the heart of Alfama!,58170300,BB Lisbon,Lisboa,So Vicente,38.71323,-9.1256,Entire home/apt,120,2,10,2019-06-26,4.69,8,254
32422878,Brand new studio right in the heart of Alfama!,58170300,BB Lisbon,Lisboa,So Vicente,38.71363,-9.12499,Entire home/apt,85,1,14,2019-06-23,6.09,8,283
32425452,Charming Apartment in Lisbon with river view!,243534357,Sofia,Lisboa,Santa Maria Maior,38.71293,-9.12472,Entire home/apt,100,3,9,2019-06-11,2.55,1,288
32431197,Beautiful 3 Bedrooms in Rato,37758551,Sweet Inn,Lisboa,Campo de Ourique,38.72034,-9.1573,Entire home/apt,300,2,3,2019-05-12,0.95,71,131
32433267,Monthly rental studio close to Rossio Alfama,182632845,Tomas,Lisboa,Arroios,38.71591,-9.1377,Entire home/apt,40,1,1,2019-05-22,0.81,14,353
32433494,Conchas by LPV,243615364,Lpv,Lisboa,Lumiar,38.76691,-9.15338,Entire home/apt,49,3,13,2019-05-22,3.71,1,8
32434308,Bed in Mixed Dormitory Room - 201,241336047,Dawa,Lisboa,Arroios,38.72834,-9.13628,Shared room,14,1,0,,,10,179
32434583,SHARED ROOM WITH 5 BEDS 204 -SHANGRI-LA HOSTEL,241336047,Dawa,Lisboa,Arroios,38.72837,-9.13638,Shared room,13,1,0,,,10,180
32435087,Excelente Localização Lisboa - 100 metros do Metro,156324820,Bernard,Lisboa,Arroios,38.73574,-9.1319,Private room,30,2,5,2019-06-02,2.21,2,40
32435131,Family Room with couple bed and 2 single beds -203,241336047,Dawa,Lisboa,Arroios,38.72733,-9.13718,Private room,70,1,0,,,10,180
32435577,SHARED ROOM WITH 4 BEDS - 301 - WITH BALCONY,241336047,Dawa,Lisboa,Arroios,38.72828,-9.13572,Shared room,13,1,0,,,10,180
32435666,Casa da Baleia |Attic apartment I Seaview I center,229032593,Tiago,Mafra,Ericeira,38.95967,-9.41553,Entire home/apt,55,3,7,2019-06-23,3.09,2,299
32438783,Modern & cosy  apartment in Cascais near the coast,188913478,Bianca,Cascais,Cascais e Estoril,38.70514,-9.44514,Entire home/apt,100,2,4,2019-05-08,1.52,1,218
32440230,Brand new studio right in the heart of Alfama!,58170300,BB Lisbon,Lisboa,Santa Maria Maior,38.7119,-9.12489,Entire home/apt,85,2,16,2019-06-18,7.06,8,247
32441155,Quarto das portelinhas,239143148,Sabra,Torres Vedras,Ventosa,39.0575,-9.34983,Private room,9,1,4,2019-06-18,1.64,2,358
32442027,Cool small studio city center (5B),188363666,Gabriela,Lisboa,Arroios,38.72582,-9.13584,Entire home/apt,39,2,17,2019-06-20,4.18,6,167
32442060,Quarto Casal em Figueira da Foz,243692048,Xxxxx,Lisboa,Belm,38.69663,-9.20423,Private room,46,1,0,,,1,177
32442749,Quinta da Coelha,242898831,Quinta,Sintra,So Joo das Lampas e Terrugem,38.89496,-9.42339,Entire home/apt,25,2,2,2019-04-27,0.87,2,301
32445690,Modern Loft apartment,218616307,Lisboncondo,Lisboa,Arroios,38.72172,-9.14116,Entire home/apt,50,2,9,2019-06-22,2.20,7,157
32445800,Horse Riding Country Estate - Room D. Carlos,243722310,Maria Eugénia,Vila Franca De Xira,Vila Franca de Xira,38.95806,-9.00272,Private room,58,1,1,2019-06-12,1,3,172
32445851,Equador House,187469818,Helena,Cascais,Cascais e Estoril,38.70725,-9.43106,Entire home/apt,45,2,0,,,8,112
32446193,Big tropical room for 3 w/ beautiful natural light,16277747,Hugo,Odivelas,Odivelas,38.79568,-9.17072,Private room,60,3,0,,,5,305
32446315,Casa dos Lombos - NEW!!,198053788,Fátima & João,Cascais,Carcavelos e Parede,38.68479,-9.32992,Entire home/apt,70,3,5,2019-06-15,2.11,3,126
32455499,Bed in shared dormitory with balcony - 302,241336047,Dawa,Lisboa,Arroios,38.72665,-9.13576,Shared room,15,1,1,2019-04-17,0.42,10,176
32455599,Liberty Patio 2BR w/Patio+AC - by LU Holidays,239513511,Goncalo & Miku,Lisboa,Santo Antnio,38.72037,-9.1437,Entire home/apt,128,2,9,2019-06-25,2.73,32,341
32455740,Columbano T2,222271164,Joao,Lisboa,So Domingos de Benfica,38.73833,-9.16226,Entire home/apt,59,2,10,2019-06-21,4.41,1,107
32455835,Cozy Little House-10 minutes Airport/Gare Oriente,158837331,Monica,Loures,Moscavide e Portela,38.77527,-9.09948,Entire home/apt,60,2,13,2019-06-18,4.43,1,49
32457205,Stroll to Coffee Shops Near a Renovated Hillside Apartment,157141527,Outstanding Nests,Lisboa,So Vicente,38.71946,-9.13147,Entire home/apt,99,2,15,2019-06-21,3.91,10,309
32460722,"Estúdio, T0 centro de Lisboa - Sete Rios",243860763,Genilda,Lisboa,Avenidas Novas,38.74237,-9.15854,Entire home/apt,35,3,8,2019-06-04,2.38,1,2
32460911,Alfama Blue Studio Loft Apartment - by LU Holidays,239513511,Goncalo & Miku,Lisboa,So Vicente,38.71349,-9.12509,Entire home/apt,128,2,3,2019-06-20,0.87,32,352
32461664,Stylish Duplex - Mouraria - Central Lisbon,67039798,Tempo De Deambular,Lisboa,Santa Maria Maior,38.71494,-9.13404,Entire home/apt,95,3,5,2019-06-08,1.90,4,298
32463789,Navy Studio - Mouraria - Central Lisbon,67039798,Tempo De Deambular,Lisboa,Santa Maria Maior,38.71581,-9.13461,Entire home/apt,80,3,5,2019-05-30,1.38,4,355
32463970,Your Home in Bairro Alto Lisbon 2E,15814568,Ana,Lisboa,Misericrdia,38.71073,-9.14461,Entire home/apt,90,1,0,,,4,323
32463991,Your Home in Bairro Alto Lisbon 2 D,15814568,Ana,Lisboa,Misericrdia,38.71208,-9.14532,Entire home/apt,75,1,0,,,4,315
32464019,Your Home in  Bairro Alto Lisbon 1,15814568,Ana,Lisboa,Misericrdia,38.71083,-9.14523,Entire home/apt,62,1,0,,,4,311
32464325,Lovely Apartment in Arroios,219802498,Catarina E Tiago,Lisboa,Arroios,38.73178,-9.13855,Entire home/apt,69,2,2,2019-04-24,0.76,19,62
32465099,Ericeira Ocean View Villa,4290628,Pedro And Michelle,Mafra,Ericeira,38.95906,-9.41361,Entire home/apt,350,5,0,,,7,250
32465164,OUTPOST - South Wing,203035108,OUTPOST - Casa,Sintra,Colares,38.84479,-9.45884,Entire home/apt,155,1,0,,,5,261
32465706,OUTPOST - Ocean Saloon,203035108,OUTPOST - Casa,Sintra,Colares,38.84458,-9.45726,Entire home/apt,310,1,1,2019-05-03,0.55,5,284
32466525,APARTAMENTO ARCO - LISBON,243906220,Giacomo,Lisboa,Estrela,38.71076,-9.15995,Entire home/apt,77,2,8,2019-06-23,2.50,1,187
32467378,Alfama Studio Apartment - São Pedro Collection.,243911450,São Pedro,Lisboa,Santa Maria Maior,38.71121,-9.12848,Entire home/apt,50,2,0,,,3,94
32468137,Bombarda,243923721,Antonio E Carla,Lisboa,Arroios,38.72014,-9.1336,Entire home/apt,150,2,1,2019-04-21,0.45,1,324
